Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1033,60,RL,69.0,14541,IR1,Lvl,Other,Gtl,Other,1Fam,2Story,8,7,1993,1993,Gable,MetalSd,MetalSd,0.0,Gd,Other,PConc,Gd,Other,No,GLQ,1012,Unf,0,326,1338,Ex,Y,1352,1168,0,2520,1,0,2,1,5,1,Gd,10,1,TA,Attchd,1993.0,RFn,3,796,TA,TA,Y,209,55,0,0,0,0,0,11,2006,WD,Other,310000
1034,20,RL,69.0,8125,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,668,1654,Ex,Y,1654,0,0,1654,1,0,2,0,3,1,Gd,6,0,Missing,Attchd,2002.0,Unf,3,900,TA,TA,Y,0,136,0,0,0,0,0,2,2006,WD,Normal,230000
1035,30,RL,50.0,6305,Reg,Other,Inside,Gtl,Other,1Fam,1Story,5,7,1938,1950,Gable,MetalSd,MetalSd,0.0,TA,Other,PConc,Other,Other,No,Unf,0,Unf,0,920,920,Ex,Y,954,0,0,954,0,0,1,0,2,1,Fa,5,1,Gd,Other,1938.0,Unf,1,240,Other,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,119750
1036,20,RL,69.0,11500,IR1,Lvl,Other,Gtl,Other,1Fam,1Story,4,3,1957,1957,Gable,Other,Other,0.0,TA,Other,Other,Other,Other,Other,Other,0,Other,0,0,0,Ex,Other,845,0,0,845,0,0,1,0,3,1,TA,5,0,Missing,Detchd,1957.0,Unf,1,290,TA,TA,Other,186,0,0,0,0,0,0,1,2009,WD,Normal,84000
1037,20,RL,89.0,12898,IR1,Other,Inside,Gtl,Other,1Fam,1Story,9,5,2007,2008,Other,VinylSd,VinylSd,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,Ex,Y,1620,0,0,1620,1,0,2,0,2,1,Ex,6,1,Other,Attchd,2008.0,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,0,9,2009,WD,Normal,315500
1038,60,RL,69.0,9240,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,VinylSd,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,Ex,Y,1055,1208,0,2263,0,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2001.0,Fin,2,905,TA,TA,Y,0,45,0,0,189,0,0,9,2008,WD,Normal,287000
1039,160,Other,21.0,1533,Reg,Lvl,Inside,Gtl,Other,Other,2Story,4,6,1970,2008,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,TA,Y,798,546,0,1344,0,0,1,1,3,1,TA,6,1,TA,Other,1980.0,Missing,0,0,Other,Other,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,97000
1040,180,Other,21.0,1477,Reg,Lvl,Inside,Gtl,Other,Other,Other,4,4,1970,1970,Gable,Other,Other,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,0,121,630,TA,Y,630,0,0,630,1,0,1,0,1,1,TA,3,0,Missing,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,0,4,2009,WD,Normal,80000
1041,20,RL,88.0,13125,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,5,4,1957,2000,Gable,Other,Other,67.0,TA,TA,CBlock,TA,TA,No,Other,168,Other,682,284,1134,Ex,Y,1803,0,0,1803,1,0,2,0,3,1,TA,8,1,TA,Attchd,1957.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,0,1,2006,WD,Normal,155000
1042,60,RL,69.0,9130,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,8,1966,2000,Other,HdBoard,HdBoard,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400,Other,64,336,800,Gd,Y,800,832,0,1632,0,1,1,1,4,1,Gd,7,0,Missing,Attchd,1966.0,Unf,2,484,TA,TA,Y,0,40,0,0,0,0,0,7,2008,WD,Normal,173000
1043,120,RL,34.0,5381,IR1,Lvl,Inside,Gtl,Other,Other,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,Ex,Y,1306,0,0,1306,1,0,2,0,1,1,Gd,5,1,Gd,Attchd,2005.0,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,0,8,2009,WD,Normal,196000
1044,60,RL,86.0,11839,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1990,1990,Other,HdBoard,HdBoard,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,Ex,Y,1532,797,0,2329,1,0,2,1,4,1,Gd,10,1,Other,Attchd,1990.0,Unf,2,514,TA,TA,Y,192,121,0,0,0,0,0,5,2008,WD,Normal,262280
1045,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,8,5,1981,1981,Other,Other,Other,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,TA,Y,2524,0,0,2524,1,0,2,1,4,1,Gd,9,1,Gd,Attchd,1981.0,Fin,2,542,TA,TA,Y,474,120,0,0,0,0,0,7,2009,WD,Normal,278000
1046,20,RL,69.0,13680,IR1,Lvl,Other,Gtl,Other,1Fam,1Story,3,5,1955,1955,Other,Other,Other,0.0,TA,TA,Other,Other,Other,Other,Other,0,Other,0,0,0,Ex,Y,1733,0,0,1733,0,0,2,0,4,1,TA,8,1,Gd,Attchd,1955.0,Unf,2,452,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,139600
1047,60,RL,85.0,16056,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,9,5,2005,2006,Other,Other,Other,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,Ex,Y,1992,876,0,2868,0,0,3,1,4,1,Ex,11,1,Gd,BuiltIn,2005.0,Fin,3,716,TA,TA,Y,214,108,0,0,0,0,0,7,2006,Other,Other,556581
1048,20,RL,57.0,9245,IR2,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,Ex,Y,990,0,0,990,0,1,1,0,3,1,TA,5,0,Missing,Detchd,1996.0,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,0,2,2008,WD,Normal,145000
1049,20,RL,100.0,21750,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,4,1960,2006,Other,HdBoard,HdBoard,75.0,TA,Other,Other,Other,Other,Other,Other,0,Other,0,0,0,TA,Y,1771,0,0,1771,0,0,1,0,3,1,TA,9,1,TA,Attchd,1960.0,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000
1050,20,RL,60.0,11100,Reg,Other,Inside,Gtl,Other,1Fam,1Story,4,7,1946,2006,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,Other,Other,Other,Other,0,Other,0,0,0,Ex,Y,930,0,0,930,0,0,1,0,2,1,Gd,6,0,Missing,Detchd,1946.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Other,84900
1051,20,RL,73.0,8993,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,Ex,Y,1302,0,0,1302,0,0,2,0,3,1,Gd,6,0,Missing,Attchd,2007.0,Fin,2,436,TA,TA,Y,0,22,0,0,0,0,0,8,2007,Other,Other,176485
1052,20,RL,103.0,11175,IR1,Lvl,Other,Gtl,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,Ex,Y,1316,0,0,1316,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2007.0,Fin,2,440,TA,TA,Y,0,20,0,0,0,0,0,10,2007,Other,Other,200141
1053,60,RL,100.0,9500,Reg,Lvl,Other,Gtl,NAmes,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,272.0,TA,TA,CBlock,TA,TA,No,Other,442,Unf,0,374,816,TA,Y,1127,850,0,1977,0,1,1,1,4,1,TA,9,1,TA,Attchd,1964.0,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,0,6,2007,WD,Normal,165000
1054,20,RL,68.0,8562,Reg,Lvl,Inside,Other,Other,1Fam,1Story,5,6,1957,2002,Other,HdBoard,HdBoard,145.0,TA,TA,CBlock,TA,TA,Av,Other,383,Unf,0,833,1216,Ex,Y,1526,0,0,1526,0,0,1,0,4,1,TA,7,1,Gd,Other,1957.0,Unf,1,364,TA,TA,Y,116,78,0,0,0,0,0,5,2010,WD,Normal,144500
1055,60,RL,90.0,11367,Reg,Lvl,Other,Gtl,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,210.0,Gd,TA,PConc,Gd,TA,Other,GLQ,932,Unf,0,133,1065,Ex,Y,1091,898,0,1989,1,0,2,1,3,1,Gd,7,1,Gd,Attchd,2002.0,Fin,2,586,TA,TA,Y,199,60,0,0,0,0,0,11,2006,WD,Normal,255000
1056,20,RL,104.0,11361,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,5,1976,1976,Gable,Other,Other,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,TA,Y,1523,0,0,1523,0,1,2,0,3,1,TA,7,1,TA,Attchd,1976.0,Fin,2,478,TA,TA,Y,0,0,0,0,189,0,0,5,2008,Other,Other,180000
1057,120,RL,43.0,7052,IR1,Lvl,Inside,Gtl,Other,Other,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,Ex,Y,1364,0,0,1364,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2005.0,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,0,6,2006,WD,Normal,185850
1058,60,RL,69.0,29959,IR2,Lvl,Other,Gtl,Other,1Fam,2Story,7,6,1994,1994,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,Ex,Y,979,871,0,1850,0,0,2,1,3,1,Gd,7,1,Gd,BuiltIn,1994.0,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,0,1,2009,WD,Normal,248000
1059,60,RL,96.0,11308,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,Ex,Y,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,0,7,2009,WD,Normal,335000
1060,50,RL,69.0,11275,IR1,Other,Other,Other,Other,1Fam,1.5Fin,6,7,1932,1950,Gable,MetalSd,MetalSd,480.0,TA,TA,CBlock,TA,TA,Other,Other,297,Other,557,0,854,TA,Y,1096,895,0,1991,0,0,1,1,3,1,TA,7,1,Gd,Detchd,1977.0,Unf,2,432,TA,Other,Y,0,0,19,0,0,0,0,3,2007,WD,Normal,220000
1061,120,RL,41.0,4920,Reg,Lvl,Inside,Gtl,Other,Other,1Story,8,5,2001,2001,Gable,Other,Other,0.0,Gd,TA,PConc,Gd,TA,Other,GLQ,616,Unf,0,722,1338,Ex,Y,1338,0,0,1338,1,0,2,0,2,1,Gd,6,0,Missing,Attchd,2001.0,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,0,4,2010,WD,Normal,213500
1062,30,Other,120.0,18000,Reg,Other,Inside,Gtl,Other,1Fam,1Story,3,4,1935,1950,Gable,MetalSd,MetalSd,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,TA,Y,894,0,0,894,0,0,1,0,2,1,TA,6,0,Missing,Detchd,1994.0,RFn,3,1248,TA,TA,Y,0,20,0,0,0,0,560,8,2008,Other,Normal,81000
1063,190,Other,85.0,13600,Reg,Lvl,Inside,Gtl,OldTown,Other,2Story,5,5,1900,1950,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,TA,Other,1422,915,0,2337,0,0,2,0,5,2,TA,10,0,Missing,Detchd,1945.0,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,0,9,2007,WD,Normal,90000
1064,30,Other,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,0.0,TA,Other,BrkTil,TA,TA,No,Other,397,Unf,0,706,1103,Gd,Y,1103,0,0,1103,0,0,1,0,2,1,Gd,5,1,Gd,Detchd,1976.0,Unf,2,440,TA,TA,Y,166,120,0,0,0,0,0,7,2006,WD,Normal,110500
1065,20,RL,69.0,11000,IR1,Lvl,Other,Gtl,NAmes,1Fam,1Story,5,6,1966,1966,Gable,Other,Other,200.0,TA,TA,CBlock,TA,TA,Other,Other,740,Other,230,184,1154,Ex,Y,1154,0,0,1154,0,0,1,1,3,1,TA,6,1,Other,Attchd,1966.0,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,0,11,2009,WD,Normal,154000
1066,60,RL,80.0,14000,Reg,Lvl,Inside,Other,Other,1Fam,2Story,7,5,1996,1997,Gable,Other,Other,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,Ex,Y,1306,954,0,2260,1,0,2,1,3,1,Gd,7,0,Missing,Attchd,1996.0,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,0,4,2010,WD,Normal,328000
1067,60,RL,59.0,7837,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,6,7,1993,1994,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,Gd,Y,799,772,0,1571,0,0,2,1,3,1,TA,7,1,TA,Attchd,1993.0,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,0,5,2009,WD,Normal,178000
1068,60,RL,80.0,9760,Reg,Lvl,Inside,Other,NAmes,1Fam,2Story,6,6,1964,1964,Gable,HdBoard,HdBoard,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,Other,106,0,780,TA,Y,798,813,0,1611,1,0,1,1,4,1,TA,7,0,Missing,Attchd,1964.0,RFn,2,442,TA,TA,Y,328,128,0,0,189,0,0,6,2008,WD,Normal,167900
1069,160,Other,42.0,3964,Reg,Lvl,Inside,Gtl,Other,Other,2Story,6,4,1973,1973,Gable,Other,Other,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,Gd,Y,1291,1230,0,2521,1,0,2,1,5,1,TA,10,1,Gd,Attchd,1973.0,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,0,6,2006,WD,Normal,151400
1070,45,RL,60.0,9600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,Other,5,7,1949,2003,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,TA,Y,893,0,0,893,0,1,1,0,2,1,Gd,4,0,Missing,Detchd,1985.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,135000
1071,20,RL,72.0,10152,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1956,1956,Other,MetalSd,MetalSd,120.0,TA,TA,CBlock,TA,TA,No,Other,586,Unf,0,462,1048,TA,Y,1048,0,0,1048,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1956.0,Unf,1,286,TA,TA,Y,0,20,0,0,192,0,0,6,2007,WD,Normal,135000
1072,60,RL,78.0,11700,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,6,1968,1968,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Other,298,Unf,0,429,727,Ex,Y,829,727,0,1556,0,0,1,1,4,1,TA,8,0,Missing,Attchd,1968.0,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,154000
1073,50,RL,50.0,7585,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,5,3,1948,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,Other,Other,Other,Unf,0,Unf,0,810,810,Other,Y,1002,454,0,1456,1,1,1,0,4,1,TA,7,1,TA,Detchd,1954.0,Unf,1,280,TA,TA,Other,0,0,0,0,0,0,0,8,2006,WD,Normal,91500
1074,60,RL,75.0,7950,IR1,Other,Other,Gtl,Other,1Fam,2Story,6,6,1977,1977,Other,HdBoard,Other,140.0,TA,TA,CBlock,TA,TA,No,Other,535,Unf,0,155,690,TA,Y,698,728,0,1426,0,0,1,1,3,1,TA,6,0,Missing,Attchd,1977.0,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,0,7,2009,WD,Normal,159500
1075,20,RL,74.0,8556,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,Ex,Y,1240,0,0,1240,0,0,2,0,2,1,Gd,5,0,Missing,Attchd,2006.0,RFn,3,826,TA,TA,Y,140,93,0,0,0,0,0,5,2007,WD,Normal,194000
1076,70,RL,75.0,13125,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,6,1940,1984,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,410,Unf,0,390,800,TA,Y,960,780,0,1740,0,0,1,1,3,1,TA,6,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,7,2007,Other,Normal,219500
1077,50,RL,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,8,1936,1989,Gable,Other,Other,0.0,TA,TA,CBlock,Other,TA,No,ALQ,626,Unf,0,170,796,Gd,Y,1096,370,0,1466,0,1,2,0,3,1,Gd,7,1,TA,Attchd,1950.0,Unf,2,566,TA,TA,Y,436,21,0,0,0,0,500,4,2006,WD,Normal,170000
1078,20,RL,69.0,15870,IR1,Lvl,Other,Gtl,NAmes,1Fam,1Story,5,5,1969,1969,Gable,VinylSd,Other,0.0,TA,TA,CBlock,TA,TA,Other,Other,75,Other,791,230,1096,Ex,Y,1096,0,0,1096,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1969.0,Fin,1,299,TA,TA,Y,240,32,0,0,0,0,0,3,2006,WD,Other,138800
1079,120,Other,37.0,4435,Reg,Lvl,Inside,Gtl,CollgCr,Other,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,169.0,Gd,TA,PConc,Gd,TA,Other,GLQ,662,Unf,0,186,848,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,140,0,0,0,0,0,0,5,2006,WD,Normal,155900
1080,20,RL,65.0,8775,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,5,5,1994,1994,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,Gd,Y,990,0,0,990,0,0,1,0,3,1,TA,5,0,Missing,Attchd,1996.0,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,126000
1081,20,RL,80.0,11040,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,7,1971,2004,Gable,VinylSd,VinylSd,144.0,Gd,Other,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,Ex,Y,1258,0,0,1258,0,1,2,0,3,1,Gd,5,0,Missing,Attchd,1971.0,RFn,2,528,TA,TA,Y,55,0,0,216,0,0,0,10,2008,Other,Other,145000
1082,20,RL,75.0,7500,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,Other,Y,1040,0,0,1040,1,0,1,1,3,1,TA,5,0,Missing,Attchd,1963.0,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,0,6,2010,WD,Normal,133000
1083,20,RL,70.0,8749,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,Ex,Y,1459,0,0,1459,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2002.0,RFn,2,527,TA,TA,Y,192,39,0,0,0,0,0,9,2007,WD,Normal,192000
1084,20,RL,80.0,8800,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1964,1964,Other,HdBoard,HdBoard,425.0,TA,TA,CBlock,TA,TA,No,Other,553,Unf,0,698,1251,TA,Y,1251,0,0,1251,1,0,1,0,3,1,TA,6,2,Gd,Attchd,1964.0,RFn,1,461,TA,TA,Y,0,116,0,0,0,0,700,3,2006,WD,Normal,160000
1085,60,RL,69.0,13031,IR2,Lvl,Other,Gtl,Other,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,Gd,Y,691,807,0,1498,0,0,2,1,3,1,TA,6,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,Y,315,44,0,0,0,0,0,7,2006,WD,Normal,187500
1086,85,RL,73.0,9069,Reg,Lvl,Inside,Gtl,Other,1Fam,Other,6,6,1992,1992,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,Ex,Y,996,0,0,996,1,0,1,0,2,1,Gd,5,0,Missing,Attchd,1992.0,Unf,2,564,TA,TA,Y,120,0,0,0,0,0,0,4,2010,WD,Normal,147000
1087,160,Other,69.0,1974,Reg,Lvl,Inside,Gtl,Other,Other,2Story,4,5,1973,1973,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,334,Unf,0,212,546,TA,Y,546,546,0,1092,0,0,1,1,3,1,TA,6,0,Missing,Attchd,1973.0,RFn,1,286,TA,TA,Y,120,96,0,0,0,0,0,5,2010,WD,Normal,83500
1088,60,Other,85.0,10574,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,8,5,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Other,Unf,0,Unf,0,1082,1082,Ex,Y,1082,871,0,1953,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,2005.0,RFn,3,1043,TA,TA,Y,160,50,0,0,0,0,0,5,2009,WD,Normal,252000
1089,160,Other,24.0,2522,Reg,Lvl,Inside,Gtl,Other,Other,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,Ex,Y,970,739,0,1709,0,0,2,0,3,1,Gd,7,0,Missing,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,137500
1090,120,Other,37.0,3316,IR1,Lvl,Inside,Gtl,Other,Other,1Story,8,5,2005,2005,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,Ex,Y,1247,0,0,1247,1,0,1,1,1,1,Gd,4,1,Gd,Attchd,2005.0,Fin,2,550,TA,TA,Y,0,84,0,0,0,0,0,4,2006,WD,Normal,197000
1091,90,RL,60.0,8544,Reg,Lvl,Other,Gtl,NAmes,Other,1Story,3,4,1950,1950,Gable,Other,Other,0.0,TA,TA,Other,Other,Other,Other,Other,0,Other,0,0,0,Other,Other,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,Missing,Detchd,1987.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,92900
1092,160,Other,24.0,2160,Reg,Lvl,Inside,Gtl,Other,Other,2Story,7,5,1999,2000,Gable,MetalSd,MetalSd,212.0,Gd,TA,PConc,Gd,TA,No,Other,510,Unf,0,90,600,Ex,Y,624,628,0,1252,1,0,2,1,2,1,Gd,4,0,Missing,Detchd,1999.0,Unf,2,462,TA,TA,Y,0,48,0,0,0,0,0,3,2008,WD,Normal,160000
1093,50,RL,60.0,8400,Reg,Other,Inside,Gtl,Other,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Other,423,Unf,0,758,1181,Other,Y,1390,304,0,1694,0,0,2,0,4,1,TA,7,1,Gd,Detchd,1925.0,Unf,2,576,TA,TA,Y,342,0,128,0,0,0,0,6,2008,WD,Normal,136500
1094,20,RL,71.0,9230,Reg,Lvl,Other,Gtl,NAmes,1Fam,1Story,5,8,1965,1998,Other,MetalSd,MetalSd,166.0,TA,TA,CBlock,TA,TA,Other,GLQ,661,Unf,0,203,864,Gd,Y,1200,0,0,1200,1,0,1,1,1,1,Gd,6,0,Missing,Detchd,1977.0,Unf,2,884,TA,TA,Y,0,64,0,0,0,0,0,10,2006,WD,Normal,146000
1095,20,RL,74.0,5868,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1956,2000,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Other,248,Other,240,448,936,Ex,Y,936,0,0,936,1,0,1,0,2,1,TA,4,0,Missing,Attchd,1956.0,Fin,1,308,TA,TA,Y,0,0,80,0,160,0,0,5,2010,WD,Normal,129000
1096,20,RL,78.0,9317,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,Gd,Y,1314,0,0,1314,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2,440,TA,TA,Y,0,22,0,0,0,0,0,3,2007,WD,Normal,176432
1097,70,Other,60.0,6882,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,7,1914,2006,Gable,Other,Other,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,684,684,TA,Y,773,582,0,1355,0,0,1,1,3,1,Gd,7,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,136,0,115,0,0,0,0,3,2007,WD,Normal,127000
